Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Mitsubishi Pajero Sport 4X2 AT,Bangalore,2015,58000,Diesel,Automatic,First,13.5,2477,175.56,7,34.1,,10.96819829,,5.167980865,Mitsubishi,Pajero
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2013,43000,Diesel,Automatic,First,15,2147,107.3,5,11.57,,10.66895539,,4.67562865,Mercedes-Benz,B
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2017,15500,CNG,Manual,First,15.1,1196,73,5,11.57,,9.648595303,,4.290459441,Maruti,Eeco
Volkswagen Vento 1.6 Trendline,Mumbai,2011,34948,Petrol,Manual,First,16.09,1598,103.5,5,10.36,,10.46161652,,4.639571613,Volkswagen,Vento
Maruti Versa DX2,Bangalore,2006,98245,Petrol,Manual,Third,11.3,1298,83.1,8,11.57,,11.49521964,,4.420044702,Maruti,Versa
Honda City i DTEC SV,Delhi,2014,36390,Diesel,Manual,First,26,1498,98.6,5,11.57,,10.50204929,,4.591071262,Honda,City
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2010,122000,Petrol,Manual,First,17.5,1197,85.8,5,11.57,,11.71177632,,4.452019006,Maruti,Swift
Volkswagen Vento Diesel Trendline,Ahmedabad,2013,79003,Diesel,Manual,First,20.54,1598,103.6,5,11.57,,11.27724111,,4.64053733,Volkswagen,Vento
Skoda Laura 1.9 TDI AT Ambiente,Kochi,2013,78830,Diesel,Automatic,Second,17,1896,105,5,11.57,,11.27504891,,4.65396035,Skoda,Laura
Honda Brio V MT,Mumbai,2011,53000,Petrol,Manual,First,19.4,1198,86.8,5,11.57,,10.87804719,,4.463606622,Honda,Brio
Maruti A-Star Vxi,Chennai,2009,53000,Petrol,Manual,Second,19,998,66.1,5,11.57,,10.87804719,,4.191168747,Maruti,A-Star
Maruti SX4 VDI,Jaipur,2011,82000,Diesel,Manual,Second,21.5,1248,88.8,5,11.57,,11.31447453,,4.48638665,Maruti,SX4
Hyundai Elantra 1.6 SX,Mumbai,2013,95000,Diesel,Manual,First,22.54,1582,126.2,5,20.69,,11.46163217,,4.83786795,Hyundai,Elantra
Maruti Alto K10 LXI,Kochi,2017,18090,Petrol,Manual,First,24.07,998,67.1,5,4.25,,9.803114578,,4.206184044,Maruti,Alto
Maruti Alto LX,Pune,2004,70332,Petrol,Manual,Third,19.7,796,46.3,5,11.57,,11.16098217,,3.835141961,Maruti,Alto
Datsun redi-GO T Option,Jaipur,2018,46000,Petrol,Manual,First,22.7,799,53.64,5,3.99,,10.73639668,,3.982295058,Datsun,redi-GO
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,63402,Diesel,Manual,First,22.7,1498,89.84,5,11.57,,11.05725069,,4.49803031,Ford,Ecosport
Honda City i DTec SV,Kolkata,2017,13000,Diesel,Manual,First,26,1498,98.6,5,11.57,,9.472704636,,4.591071262,Honda,City
Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,2010,65505,Diesel,Automatic,First,14.94,2143,204,5,11.57,,11.08988175,,5.318119994,Mercedes-Benz,New
Hyundai Sonata Embera 2.4L MT,Pune,2006,154000,Petrol,Manual,Third,13.2,2359,165,5,11.57,,11.94470788,,5.105945474,Hyundai,Sonata
Chevrolet Spark 1.0 LS,Bangalore,2008,85142,Petrol,Manual,Second,18,995,62,5,11.57,,11.35207573,,4.127134385,Chevrolet,Spark
Volkswagen Polo 1.2 MPI Highline,Jaipur,2016,45000,Petrol,Manual,First,16.2,1199,74,5,11.57,,10.71441777,,4.304065093,Volkswagen,Polo
Hyundai i10 Sportz 1.2,Delhi,2011,48000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,10.77895629,,4.368181228,Hyundai,i10
Toyota Etios Liva G,Delhi,2012,77800,Petrol,Manual,First,18.3,1197,94,5,11.57,,11.26189671,,,Toyota,Etios
Maruti Alto K10 VXI,Kochi,2016,39549,Petrol,Manual,First,24.07,998,67.1,5,4.09,,10.58529569,,4.206184044,Maruti,Alto
Honda CR-V 2.4 AT,Kochi,2011,100922,Petrol,Automatic,Second,10.1,2354,152,5,11.57,,11.52210322,,5.023880521,Honda,CR-V
Hyundai Verna 1.6 VTVT EX AT,Chennai,2013,55000,Petrol,Automatic,First,17.01,1591,121.4,5,11.57,,10.91508846,,4.799090879,Hyundai,Verna
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,45000,Diesel,Automatic,Second,14.94,2143,204,5,11.57,,10.71441777,,5.318119994,Mercedes-Benz,New
Honda Amaze VX CVT i-VTEC,Jaipur,2017,145000,Petrol,Automatic,First,18.1,1199,88.7,5,11.57,,11.88448902,,4.485259889,Honda,Amaze
Mahindra Xylo E8,Kolkata,2011,45000,Diesel,Manual,First,14,2498,112,8,11.57,,10.71441777,,4.718498871,Mahindra,Xylo
Hyundai Sonata Transform 2.4 GDi AT,Bangalore,2012,44000,Petrol,Automatic,First,12.37,2359,198.25,5,11.57,,10.69194491,,5.289528861,Hyundai,Sonata
Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,48000,Diesel,Manual,First,21.38,1396,88.7,5,11.57,,10.77895629,,4.485259889,Hyundai,Creta
Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,2011,64139,Diesel,Manual,First,12.8,2494,102,7,11.57,,11.06880788,,4.624972813,Toyota,Innova
Honda Jazz 2020 Petrol,Kochi,2019,11574,Petrol,Manual,First,0,1199,88.7,5,11.57,,9.356516482,,4.485259889,Honda,Jazz
Maruti Alto 800 CNG LXI,Kolkata,2013,14311,CNG,Manual,First,30.46,796,47.3,5,11.57,,9.568783751,,3.856510295,Maruti,Alto
Hyundai i20 Magna 1.2,Bangalore,2016,20000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,9.903487553,,4.404643925,Hyundai,i20
Mercedes-Benz SLC 43 AMG,Coimbatore,2018,18338,Petrol,Automatic,First,19,2996,362.07,2,106,,9.816730689,,5.891837563,Mercedes-Benz,SLC
Hyundai i20 1.4 Sportz,Kochi,2019,17964,Diesel,Manual,First,22.54,1396,88.73,5,11.57,,9.796125034,,4.485598051,Hyundai,i20
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,55500,Diesel,Automatic,First,11.5,2982,169,7,11.57,,10.9241383,,5.129898715,Toyota,Fortuner
Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,2008,130000,Diesel,Manual,Second,12.05,2179,120,8,11.57,,11.77528973,,4.787491743,Mahindra,Scorpio
Mercedes-Benz GLE 350d,Hyderabad,2016,50000,Diesel,Automatic,First,11.57,2987,254.79,5,92.01,,10.81977828,,5.540439676,Mercedes-Benz,GLE
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,49830,Petrol,Manual,First,16.2,1199,74,5,11.57,,10.81637249,,4.304065093,Volkswagen,Polo
BMW 5 Series 2003-2012 520d,Kolkata,2009,49000,Diesel,Automatic,First,18.48,1995,177,5,11.57,,10.79957558,,5.176149733,BMW,5
Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,2013,53967,Diesel,Manual,First,22.7,1498,89.84,5,11.57,,10.89612803,,4.49803031,Ford,Ecosport
Maruti SX4 Zxi BSIII,Mumbai,2011,54000,Petrol,Manual,First,15,1586,104.68,5,11.57,,10.89673933,,4.650908078,Maruti,SX4
Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,2009,75000,Petrol,Automatic,First,15,1396,100,5,11.57,,11.22524339,,4.605170186,Hyundai,i20
Hyundai Xcent 1.1 CRDi S,Pune,2016,100000,Diesel,Manual,First,24.4,1120,71,5,11.57,,11.51292546,,4.262679877,Hyundai,Xcent
Renault Lodgy 110PS RxL,Chennai,2015,142000,Diesel,Manual,First,19.98,1461,108.5,8,11.57,,11.86358234,,4.686750173,Renault,Lodgy
Renault Duster 110PS Diesel RxZ,Jaipur,2012,83388,Diesel,Manual,Second,19.01,1461,108.45,5,11.57,,11.33125969,,4.686289237,Renault,Duster
Maruti Swift Dzire VXi,Delhi,2012,62000,Petrol,Manual,First,17.5,1298,85.8,5,11.57,,11.03488966,,4.452019006,Maruti,Swift
Honda City i DTec VX,Kolkata,2016,61000,Diesel,Manual,First,26,1498,98.6,5,11.57,,11.01862914,,4.591071262,Honda,City
Audi A4 3.0 TDI Quattro Premium,Bangalore,2011,45000,Diesel,Automatic,First,14.94,2967,241.4,5,11.57,,10.71441777,,5.486455309,Audi,A4
Mercedes-Benz E-Class 250 D W 124,Bangalore,2013,33000,Diesel,Manual,First,10,1796,157.7,5,11.57,,10.40426284,,5.060694494,Mercedes-Benz,E-Class
Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,2014,113565,Diesel,Manual,First,12.99,2494,100.6,8,11.57,,11.64013064,,4.611152258,Toyota,Innova
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,2008,131000,Diesel,Manual,First,15,1896,105,5,11.57,,11.7829526,,4.65396035,Volkswagen,Jetta
Mahindra Bolero ZLX,Delhi,2015,72253,Diesel,Manual,First,15.96,2523,62.1,7,10.94,,11.18792913,,4.128745989,Mahindra,Bolero
Maruti Swift Dzire VXI,Coimbatore,2016,46346,Petrol,Manual,First,20.85,1197,83.14,5,11.57,,10.74389027,,4.420525934,Maruti,Swift
Honda City 1.5 V MT,Hyderabad,2016,37000,Petrol,Manual,First,17,1497,118,5,11.57,,10.51867319,,4.770684624,Honda,City
Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,2019,56371,Diesel,Manual,First,24,1186,73.97,5,8.28,,10.93971012,,4.303659606,Hyundai,Grand
Tata Indigo CS eVX,Pune,2016,98500,Diesel,Manual,First,25,1396,69.01,5,11.57,,11.49781183,,4.234251422,Tata,Indigo
Maruti Baleno Zeta 1.3,Ahmedabad,2015,71588,Diesel,Manual,First,27.39,1248,74,5,11.57,,11.17868274,,4.304065093,Maruti,Baleno
Maruti Alto 800 2016-2019 LXI,Ahmedabad,2014,68000,Petrol,Manual,First,24.7,796,47.3,5,11.57,,11.12726298,,3.856510295,Maruti,Alto
Mercedes-Benz E-Class E240 V6 AT,Mumbai,2003,66800,Petrol,Automatic,Second,11.2,2497,203,5,11.57,,11.10945836,,5.313205979,Mercedes-Benz,E-Class
Maruti Swift Dzire Vdi BSIV,Chennai,2016,90000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,,11.40756495,,4.302712828,Maruti,Swift
Nissan Terrano XE 85 PS,Jaipur,2013,54000,Diesel,Manual,First,20.45,1461,83.8,5,11.57,,10.89673933,,4.428433007,Nissan,Terrano
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,87248,Petrol,Automatic,Second,14.74,1991,184,5,11.57,,11.37650992,,5.214935758,Mercedes-Benz,New
Maruti Celerio VXI,Pune,2017,9052,Petrol,Manual,First,23.1,998,67.04,5,11.57,,9.110741007,,4.205289456,Maruti,Celerio
Hyundai Santro Xing GLS,Delhi,2014,67320,Petrol,Manual,First,17.92,1086,62.1,5,11.57,,11.11721265,,4.128745989,Hyundai,Santro
Volkswagen Polo 1.2 MPI Highline,Kochi,2018,28635,Petrol,Manual,First,16.2,1199,74,5,11.57,,10.26238502,,4.304065093,Volkswagen,Polo
Mahindra Bolero ZLX,Kochi,2016,78904,Diesel,Manual,First,15.96,2523,62.1,7,10.94,,11.2759872,,4.128745989,Mahindra,Bolero
BMW 5 Series 2013-2017 530d M Sport,Kochi,2018,16409,Diesel,Automatic,First,14.69,2993,258,5,11.57,,9.705585244,,5.552959585,BMW,5
Honda City 1.5 V MT Sunroof,Delhi,2012,61180,Petrol,Manual,Second,16.8,1497,116.3,5,11.57,,11.02157562,,4.75617306,Honda,City
Hyundai i20 Sportz 1.2,Delhi,2014,59577,Petrol,Manual,Second,18.5,1197,82.85,5,11.57,,10.99502487,,4.417031744,Hyundai,i20
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,2016,24104,Diesel,Manual,First,12.99,2494,100,8,11.57,,10.09013308,,4.605170186,Toyota,Innova
BMW 5 Series 2007-2010 525d Sedan,Mumbai,2008,69000,Diesel,Automatic,Third,16.73,2495,218,5,11.57,,11.14186178,,5.384495063,BMW,5
Volkswagen Polo GT TSI,Bangalore,2015,35000,Petrol,Automatic,First,17.21,1197,103.6,5,11.57,,10.46310334,,4.64053733,Volkswagen,Polo
Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,2014,75000,Diesel,Automatic,First,13.5,2477,175.56,7,32.41,,11.22524339,,5.167980865,Mitsubishi,Pajero
Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,11.57,,11.49272276,,4.540098189,Maruti,Ertiga
Audi A6 2011-2015 2.0 TDI Technology,Chennai,2014,51843,Diesel,Automatic,Third,17.68,1968,174.33,5,11.57,,10.8559752,,5.160950055,Audi,A6
Maruti Swift Dzire VDI,Jaipur,2013,80000,Diesel,Manual,Second,23.4,1248,74,5,11.57,,11.28978191,,4.304065093,Maruti,Swift
Toyota Fortuner 3.0 Diesel,Pune,2009,110000,Diesel,Manual,Third,11.5,2982,171,7,11.57,,11.60823564,,5.141663557,Toyota,Fortuner
Hyundai i10 Sportz 1.1L,Kochi,2015,75383,Petrol,Manual,First,19.81,1086,68.05,5,11.57,,11.23033706,,4.220242729,Hyundai,i10
Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017,31861,Diesel,Automatic,First,18.49,1493,100,7,11.57,,10.36913797,,4.605170186,Mahindra,TUV
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,2011,57900,Diesel,Manual,First,15.8,2148,170,5,11.57,,10.96647266,,5.135798437,Mercedes-Benz,New
Maruti Swift Dzire Ldi BSIV,Delhi,2014,48000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,,10.77895629,,4.302712828,Maruti,Swift
Hyundai i20 Magna,Kochi,2015,33544,Petrol,Manual,First,18.5,1197,82.85,5,11.57,,10.42061329,,4.417031744,Hyundai,i20
Maruti Swift VDI BSIV,Chennai,2015,65000,Diesel,Manual,First,25.2,1248,74,5,11.57,,11.08214255,,4.304065093,Maruti,Swift
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,103189,Diesel,Manual,First,13.68,2393,147.8,8,24.01,,11.54431754,,4.995860009,Toyota,Innova
Toyota Etios V,Kochi,2017,35007,Petrol,Manual,First,16.78,1496,88.73,5,11.57,,10.46330332,,4.485598051,Toyota,Etios
Toyota Corolla Altis Diesel D4DG,Pune,2010,98000,Diesel,Manual,First,21.43,1364,87.2,5,11.57,,11.49272276,,4.468204331,Toyota,Corolla
Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,2017,25678,Diesel,Manual,First,24,1186,73.97,5,7.9,,10.15338987,,4.303659606,Hyundai,Grand
Maruti SX4 ZDI,Coimbatore,2015,65636,Diesel,Manual,First,21.79,1248,88.73,5,11.57,,11.0918796,,4.485598051,Maruti,SX4
Audi A6 2011-2015 35 TDI Premium,Kochi,2015,21730,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,,9.986449073,,5.160950055,Audi,A6
Honda Amaze S i-Vtech,Chennai,2013,46112,Petrol,Manual,First,18,1198,86.7,5,11.57,,10.7388285,,4.462453884,Honda,Amaze
Hyundai i20 Magna 1.2,Kolkata,2015,20000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,9.903487553,,4.404643925,Hyundai,i20
Mahindra XUV500 W6 2WD,Hyderabad,2013,67000,Diesel,Manual,First,15.1,2179,140,7,11.57,,11.1124479,,4.941642423,Mahindra,XUV500
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Ahmedabad,2016,29000,Diesel,Automatic,First,13,2143,204,5,11.57,,10.27505111,,5.318119994,Mercedes-Benz,E-Class
Hyundai Verna 1.4 CRDi,Pune,2014,86000,Diesel,Manual,First,24.8,1396,88.7,5,11.57,,11.36210258,,4.485259889,Hyundai,Verna
Honda Amaze EX i-Vtech,Hyderabad,2013,34000,Petrol,Manual,First,18,1198,86.7,5,11.57,,10.4341158,,4.462453884,Honda,Amaze
Audi A4 2.0 TDI Premium Sport Limited Edition,Bangalore,2014,36000,Diesel,Automatic,First,17.11,1968,174.33,5,11.57,,10.49127422,,5.160950055,Audi,A4
Hyundai i10 Magna,Mumbai,2013,49000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,10.79957558,,4.368181228,Hyundai,i10
Tata Tigor 1.2 Revotron XT,Mumbai,2017,7000,Petrol,Manual,First,20.3,1199,84,5,11.57,,8.853665428,,4.430816799,Tata,Tigor
Hyundai Xcent 1.1 CRDi S,Kolkata,2014,60188,Diesel,Manual,First,24.4,1120,71,5,11.57,,11.00522828,,4.262679877,Hyundai,Xcent
Ford Figo Diesel ZXI,Ahmedabad,2012,79000,Diesel,Manual,First,20,1399,68,5,11.57,,11.27720313,,4.219507705,Ford,Figo
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,115439,Diesel,Manual,Second,12.99,2494,100,7,11.57,,11.65649753,,4.605170186,Toyota,Innova
Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,2011,104500,Diesel,Manual,Second,23,1396,90,5,11.57,,11.55694235,,4.49980967,Hyundai,i20
Mercedes-Benz E-Class E250 CDI Launch Edition,Delhi,2013,35000,Diesel,Automatic,First,13,2143,204,5,11.57,,10.46310334,,5.318119994,Mercedes-Benz,E-Class
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2016,26186,Diesel,Manual,First,19.67,1582,126.2,5,11.57,,10.1729802,,4.83786795,Hyundai,Creta
Chevrolet Spark 1.0 LT,Pune,2012,58061,Petrol,Manual,First,18,995,62,5,11.57,,10.96924946,,4.127134385,Chevrolet,Spark
Hyundai i20 1.4 CRDi Sportz,Ahmedabad,2011,62000,Diesel,Manual,First,23,1396,90,5,11.57,,11.03488966,,4.49980967,Hyundai,i20
Maruti Swift Dzire VDI,Mumbai,2013,118000,Diesel,Manual,Second,23.4,1248,74,5,11.57,,11.6784399,,4.304065093,Maruti,Swift
Hyundai i10 Magna 1.2,Chennai,2009,65000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,11.08214255,,4.368181228,Hyundai,i10
Hyundai Santro Xing GLS,Hyderabad,2008,44379,Petrol,Manual,First,17.92,1086,62.1,5,11.57,,10.70052166,,4.128745989,Hyundai,Santro
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2017,61041,Diesel,Manual,First,22.7,1498,89.84,5,11.57,,11.01930105,,4.49803031,Ford,Ecosport
Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,2011,73000,Diesel,Manual,Second,17.8,1399,67,5,11.57,,11.19821472,,4.204692619,Ford,Fiesta
Hyundai Creta 1.6 CRDi AT SX Plus,Pune,2016,57297,Diesel,Automatic,First,17.01,1582,126.2,5,11.57,,10.95600355,,4.83786795,Hyundai,Creta
Hyundai Creta 1.6 VTVT Base,Hyderabad,2015,28700,Petrol,Manual,Second,15.29,1591,121.3,5,11.57,,10.2646524,,4.798266816,Hyundai,Creta
Honda City 1.5 V MT,Hyderabad,2013,85264,Petrol,Manual,First,17,1497,118,5,11.57,,11.3535076,,4.770684624,Honda,City
Maruti Ignis 1.2 AMT Delta,Hyderabad,2017,20000,Petrol,Automatic,First,20.89,1197,81.8,5,7.21,,9.903487553,,4.404277244,Maruti,Ignis
Honda City i-VTEC CVT ZX,Hyderabad,2017,11934,Petrol,Automatic,First,18,1497,117.3,5,16.94,,9.387146748,,4.764734756,Honda,City
Honda City 1.5 V MT,Pune,2010,83000,Petrol,Manual,First,17,1497,118,5,11.57,,11.32659589,,4.770684624,Honda,City
Ford Fiesta Classic 1.6 Duratec LXI,Hyderabad,2013,23000,Petrol,Manual,First,15.3,1596,99.6,5,11.57,,10.04324949,,4.601162165,Ford,Fiesta
Hyundai i20 Sportz 1.2,Mumbai,2017,14927,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,9.610926933,,4.404643925,Hyundai,i20
Toyota Corolla Executive (HE),Hyderabad,2007,158000,Petrol,Manual,Second,13.4,1794,125,5,11.57,,11.97035031,,4.828313737,Toyota,Corolla
Nissan Micra Diesel XV,Jaipur,2011,111000,Diesel,Manual,Third,23.08,1461,63.1,5,11.57,,11.61728548,,4.14472077,Nissan,Micra
Maruti Alto LXi BSIII,Hyderabad,2011,63528,Petrol,Manual,First,19.7,796,46.3,5,11.57,,11.05923603,,3.835141961,Maruti,Alto
Maruti Ciaz VDi Plus,Jaipur,2015,92000,Diesel,Manual,First,26.21,1248,88.5,5,11.57,,11.42954386,,4.483002552,Maruti,Ciaz
Maruti Ciaz 1.3 Alpha,Delhi,2017,41200,Diesel,Manual,First,28.09,1248,88.5,5,11.57,,10.62619354,,4.483002552,Maruti,Ciaz
Mahindra XUV500 W8 2WD,Coimbatore,2016,39052,Diesel,Manual,First,15.1,2179,140,7,11.57,,10.57264937,,4.941642423,Mahindra,XUV500
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55100,Diesel,Manual,First,20.45,1461,83.8,5,11.57,,10.916905,,4.428433007,Renault,Duster
Hyundai i20 1.2 Sportz,Ahmedabad,2011,76958,Petrol,Manual,First,17,1197,80,5,11.57,,11.2510151,,4.382026635,Hyundai,i20
Renault Pulse RxL,Kochi,2015,70419,Diesel,Manual,First,23.08,1461,63.12,5,11.57,,11.16221839,,4.145037677,Renault,Pulse
Maruti Wagon R AMT VXI,Mumbai,2017,21000,Petrol,Automatic,First,20.51,998,67,5,11.57,,9.952277717,,4.204692619,Maruti,Wagon
BMW 6 Series 650i Coupe,Delhi,2009,64000,Petrol,Automatic,First,7.94,4395,450,4,11.57,,11.06663836,,6.109247583,BMW,6
Honda City V MT,Delhi,2011,63698,Petrol,Manual,Second,16.8,1497,116.3,5,11.57,,11.06190844,,4.75617306,Honda,City
Tata Indigo eCS LX BSIV,Coimbatore,2016,62715,Diesel,Manual,First,23.03,1396,69,5,11.57,,11.04635593,,4.234106505,Tata,Indigo
Honda Brio S MT,Coimbatore,2013,37922,Petrol,Manual,Second,19.4,1198,86.8,5,11.57,,10.5432867,,4.463606622,Honda,Brio
Honda Jazz 1.5 S i DTEC,Ahmedabad,2016,52000,Diesel,Manual,First,27.3,1498,98.6,5,11.57,,10.858999,,4.591071262,Honda,Jazz
Mercedes-Benz A Class A180 CDI,Chennai,2013,47000,Diesel,Automatic,First,20,2143,107.3,5,11.57,,10.75790288,,4.67562865,Mercedes-Benz,A
Toyota Corolla Altis GL,Mumbai,2009,64000,Petrol,Manual,Second,14.53,1798,138.1,5,11.57,,11.06663836,,4.92797806,Toyota,Corolla
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,109000,Petrol,Manual,Second,13.5,1799,130,5,11.57,,11.59910316,,4.86753445,Honda,Civic
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,19000,Diesel,Manual,First,19.67,1582,126.2,5,11.57,,9.852194258,,4.83786795,Hyundai,Creta
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99000,Petrol,Automatic,Second,9.74,1984,208,5,11.57,,11.50287513,,5.33753808,Audi,Q5
OpelCorsa 1.4Gsi,Hyderabad,2005,50000,Petrol,Manual,Second,14.2,1389,88,5,11.57,,10.81977828,,4.477336814,OpelCorsa,1.4Gsi
Toyota Fortuner 4x2 AT,Pune,2013,105000,Diesel,Automatic,Second,12.55,2982,168.5,7,11.57,,11.56171563,,5.12693575,Toyota,Fortuner
Hyundai Creta 1.6 VTVT S,Jaipur,2016,24000,Petrol,Manual,First,15.29,1591,121.3,5,11.57,,10.08580911,,4.798266816,Hyundai,Creta
Volkswagen Ameo 1.5 TDI Highline,Coimbatore,2017,23389,Diesel,Manual,First,21.66,1498,108.62,5,10.13,,10.06002111,,4.687855553,Volkswagen,Ameo
Hyundai i20 Magna,Ahmedabad,2009,90000,Petrol,Manual,First,18.5,1197,80,5,11.57,,11.40756495,,4.382026635,Hyundai,i20
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013,20000,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,,9.903487553,,5.160950055,Audi,A6
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,62269,Diesel,Manual,First,24,1120,70,5,11.57,,11.03921899,,4.248495242,Hyundai,Grand
Audi Q3 30 TDI S Edition,Chennai,2015,69000,Diesel,Manual,First,17.32,1968,138.13,5,11.57,,11.14186178,,4.928195271,Audi,Q3
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,58898,Diesel,Automatic,First,14.69,2993,258,5,11.57,,10.98356241,,5.552959585,BMW,5
Maruti Swift Dzire AMT ZDI,Coimbatore,2018,29110,Diesel,Automatic,First,26.59,1248,74,5,11.57,,10.27883704,,4.304065093,Maruti,Swift
Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,2019,34649,Petrol,Automatic,First,18.9,1197,81.86,5,7.96,,10.45302414,,4.405010471,Hyundai,Grand
Honda City i DTEC SV,Kolkata,2017,13000,Diesel,Manual,First,26,1498,98.6,5,11.57,,9.472704636,,4.591071262,Honda,City
Hyundai Grand i10 1.2 Kappa Magna,Jaipur,2015,25043,Petrol,Manual,First,18.9,1197,81.86,5,6.54,,10.12834963,,4.405010471,Hyundai,Grand
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,36611,Petrol,Automatic,First,19,1199,88.7,5,11.57,,10.50810402,,4.485259889,Honda,Jazz
Maruti Swift VDi BSIII W/ ABS,Jaipur,2008,150000,Diesel,Manual,Second,17.8,1248,75,5,11.57,,11.91839057,,4.317488114,Maruti,Swift
Maruti Wagon R VXI,Ahmedabad,2015,82000,Petrol,Manual,First,22.5,998,67.04,5,5.27,,11.31447453,,4.205289456,Maruti,Wagon
Maruti Ciaz RS ZDi Plus SHVS,Kochi,2017,45158,Diesel,Manual,Second,28.09,1248,88.5,5,11.57,,10.71792273,,4.483002552,Maruti,Ciaz
Volkswagen Vento 1.2 TSI Comfortline AT,Coimbatore,2016,36968,Petrol,Automatic,First,16.93,1197,103.2,5,11.57,,10.51780795,,4.636668853,Volkswagen,Vento
Maruti Swift VXI BSIV,Coimbatore,2015,53556,Petrol,Manual,First,20.4,1197,81.8,5,11.57,,10.88848311,,4.404277244,Maruti,Swift
Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,2013,78500,Diesel,Automatic,First,20,1968,138.1,5,11.57,,11.2708539,,4.92797806,Skoda,Laura
Hyundai Xcent 1.1 CRDi S Celebration Edition,Jaipur,2017,133000,Diesel,Manual,First,24.4,1120,71,5,11.57,,11.79810441,,4.262679877,Hyundai,Xcent
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,33186,Diesel,Manual,First,19.67,1582,126.2,5,11.57,,10.40988338,,4.83786795,Hyundai,Creta
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2012,65000,Petrol,Automatic,First,11.74,1796,186,5,11.57,,11.08214255,,5.225746674,Mercedes-Benz,New
Maruti Swift VDI,Coimbatore,2015,61903,Diesel,Manual,First,22.9,1248,74,5,11.57,,11.03332392,,4.304065093,Maruti,Swift
Toyota Etios G,Kolkata,2011,25000,Petrol,Manual,First,17.6,1496,88.73,5,11.57,,10.1266311,,4.485598051,Toyota,Etios
Hyundai Santro Xing XG AT eRLX Euro III,Coimbatore,2007,64168,Petrol,Automatic,First,17,1086,94,5,11.57,,11.06925992,,,Hyundai,Santro
Maruti Swift Dzire VXI Optional,Hyderabad,2017,8044,Petrol,Manual,First,20.85,1197,83.14,5,11.57,,8.992681751,,4.420525934,Maruti,Swift
